analysis,window_days,complete_rows,participants,participants_repeated,median_visits,median_abs_plasma_gap_days,p90_abs_plasma_gap_days,max_abs_plasma_gap_days
plasma_to_amyloid_centiloid,90,758,664,94,1,7,42,90
